Tick;Step;Energy;Rule;Sheep_gain_from_food;Sheep_reproduce;0_Position;1_Position;ID
55;55;84;R1 - Eat grass;4;4;90,0;15,0;89a142ab-10c9-433e-b41d-7bae6582023e
55;55;104;R1 - Eat grass;4;4;67,0;74,0;8ba747c7-4929-4fce-9de6-f408f5468942
55;55;29;R1 - Eat grass;4;4;35,0;80,0;2ec43f3d-aa7a-4999-86db-08ae4eb17b78
55;55;43;R2 - No food found;4;4;100,0;82,0;49298475-2618-456e-8b4b-cd3d0ede71bc
55;55;69;R1 - Eat grass;4;4;40,0;27,0;93225bde-9e8a-48aa-bf43-f5475fcd02e1
55;55;45;R1 - Eat grass;4;4;20,0;8,0;acea9c0a-5db3-40ef-bb94-657e31dc9439
55;55;147;R1 - Eat grass;4;4;49,0;76,0;585c0b51-b59b-437b-b2f5-87615ed95514
55;55;57;R1 - Eat grass;4;4;27,0;17,0;399b91ba-37a7-428e-b68c-4beba432b87e
55;55;53;R1 - Eat grass;4;4;9,0;94,0;97739507-d11e-4f9b-a731-0470ed3b017c
55;55;42;R1 - Eat grass;4;4;78,0;60,0;c9fb5482-5ed8-4d50-904a-62f76503d5bf
55;55;68;R1 - Eat grass;4;4;94,0;20,0;67dcbe7b-89b8-44e9-8fa0-f1b512d285ac
55;55;133;R1 - Eat grass;4;4;69,0;21,0;2d30dfa6-42b4-4b71-83b3-2b55170b286c
55;55;21;R1 - Eat grass;4;4;45,0;32,0;87a23c3d-2884-4b42-8a8e-c42ae46db457
55;55;116;R1 - Eat grass;4;4;20,0;73,0;f0bbe619-335d-429f-872c-3f9f42144027
55;55;19;R1 - Eat grass;4;4;69,0;42,0;e96903fc-caba-4983-aa44-1a0836822131
55;55;42;R1 - Eat grass;4;4;71,0;90,0;83113295-ba31-4368-ad1b-7f52491d6757
55;55;28;R2 - No food found;4;4;100,0;0,0;0ee8b222-4bb9-4582-b6ee-2ccca7cb2669
55;55;68;R1 - Eat grass;4;4;65,0;89,0;81c57b86-cfdd-4db6-aa80-9288587f1e1d
55;55;68;R1 - Eat grass;4;4;27,0;18,0;2b35da18-eb98-4d73-91a5-45094043c2dd
55;55;38;R1 - Eat grass;4;4;19,0;6,0;48e471e7-dab1-4709-bf10-3a6414ec7dd8
55;55;74;R1 - Eat grass;4;4;65,0;75,0;3b4b33f4-a395-45fd-a17d-56d0d7db03a0
55;55;93;R1 - Eat grass;4;4;57,0;66,0;1442e605-f4ba-4b56-a119-5a3498c63063
55;55;73;R1 - Eat grass;4;4;95,0;60,0;cc9f3aac-0cf0-46f9-b7f9-a90457412ef5
55;55;30;R1 - Eat grass;4;4;50,0;15,0;58b84647-80fe-411d-8ca3-16a6d0d00117
55;55;47;R2 - No food found;4;4;100,0;64,0;970f488f-fc0a-4c37-8b8f-919596f2274f
55;55;17;R1 - Eat grass;4;4;96,0;91,0;e4b2a86c-6f01-4920-97ee-8989c7ac40a0
55;55;48;R1 - Eat grass;4;4;26,0;87,0;734d3034-465a-4ce7-98c6-990c6c1b3d0b
55;55;64;R1 - Eat grass;4;4;71,0;9,0;10505657-9a42-49e2-9631-e37ffc031b33
55;55;33;R2 - No food found;4;4;100,0;55,0;3d543564-ddd6-4496-8740-eee17fa399c6
55;55;53;R1 - Eat grass;4;4;43,0;53,0;95e1ad94-ed27-478c-8ed6-e57055235eb5
55;55;67;R1 - Eat grass;4;4;28,0;80,0;954e1d1d-4076-47d5-a3de-ddf1e46ccbfa
55;55;71;R1 - Eat grass;4;4;96,0;0,0;c0968c40-c5bd-4025-80bf-fb9d0b70ec1b
55;55;35;R1 - Eat grass;4;4;80,0;21,0;7a11a1c9-88e8-4417-8206-cd34fe2d28e4
55;55;33;R2 - No food found;4;4;62,0;100,0;488797c2-b6c0-44f8-88a4-531eb42a5e54
55;55;15;R1 - Eat grass;4;4;73,0;30,0;f60d9fc5-f261-412b-a511-dafa56caaefc
55;55;83;R1 - Eat grass;4;4;8,0;75,0;e0707f33-5c30-4fe3-897e-774cc3d2ab1b
55;55;11;R2 - No food found;4;4;100,0;60,0;7809e5a2-638c-4247-97a6-4932658d8721
55;55;76;R1 - Eat grass;4;4;56,0;19,0;db5930bc-caac-4b4b-af37-16b4c1ac8a66
55;55;57;R1 - Eat grass;4;4;66,0;62,0;0d070861-ce0e-46bd-a2af-b5bca0ca8c63
55;55;33;R1 - Eat grass;4;4;13,0;78,0;f4d2057b-e7d6-438e-a44f-831828f0a6a7
55;55;44;R1 - Eat grass;4;4;42,0;26,0;6cc3f4de-16c9-4cab-be3c-2d2880eeb4a0
55;55;71;R1 - Eat grass;4;4;81,0;40,0;be5c4dd6-3733-4fdc-a3b7-14e0b8a72628
55;55;21;R2 - No food found;4;4;76,0;100,0;0057b0d5-3f2d-4ed2-90c9-2026655a0d6a
55;55;89;R1 - Eat grass;4;4;24,0;57,0;cdc6e938-c456-4324-8056-413f3e1e3241
55;55;58;R1 - Eat grass;4;4;89,0;8,0;9bd782f7-7a3e-40ed-abe5-be7264bb8d85
55;55;104;R1 - Eat grass;4;4;24,0;20,0;ed8623dd-83ed-40b7-b683-57851456c793
55;55;105;R1 - Eat grass;4;4;59,0;22,0;8ba75f60-acd3-4c0b-a43c-b79beb5b8c29
55;55;33;R1 - Eat grass;4;4;13,0;84,0;a7bd405c-db50-4d42-879a-3faf995ea8ba
55;55;97;R1 - Eat grass;4;4;53,0;23,0;b43f9f7a-4f3c-44d4-ae44-3ff5a8b81d90
55;55;56;R2 - No food found;4;4;100,0;73,0;8ae11199-0bdb-4389-9fab-a1a807b5b7b5
55;55;120;R1 - Eat grass;4;4;75,0;6,0;6b4391f9-fae0-4892-8702-fd9c15551751
55;55;78;R1 - Eat grass;4;4;76,0;43,0;5038279d-fe2b-419f-9e19-9974adc27761
55;55;129;R1 - Eat grass;4;4;48,0;14,0;98b79f47-6e15-4d2a-a544-d112c9ff1fd5
55;55;50;R1 - Eat grass;4;4;41,0;18,0;14cef8c0-aadd-44fb-9b38-0954f9e57b47
55;55;102;R1 - Eat grass;4;4;41,0;34,0;629ceb42-d818-4899-af35-bc8cdddf9b94
55;55;82;R1 - Eat grass;4;4;28,0;25,0;8ab58f55-f1f3-42c8-a451-146e980d37f9
55;55;94;R1 - Eat grass;4;4;98,0;68,0;4b10bc5d-69ba-4492-a776-b5daccb03eab
55;55;39;R1 - Eat grass;4;4;96,0;35,0;39677188-13c2-4c1e-8426-356dcc781ab7
55;55;87;R1 - Eat grass;4;4;66,0;10,0;5ea1d0fc-d47f-4355-84db-53e895ccd8b9
55;55;51;R2 - No food found;4;4;100,0;16,0;ebd710c1-5e59-4794-8182-66e4c9985508
55;55;76;R1 - Eat grass;4;4;45,0;95,0;4911824b-be17-44a8-b5c0-6ec0acd9d151
55;55;65;R1 - Eat grass;4;4;28,0;71,0;19bf77d4-e0b6-43de-b4d3-7ae6c4ee1900
55;55;26;R1 - Eat grass;4;4;50,0;94,0;6b631a0a-006f-4250-8cf3-727787322e0e
55;55;38;R1 - Eat grass;4;4;46,0;46,0;a9161015-809a-43fe-a070-5aab97cc65f4
55;55;5;R2 - No food found;4;4;100,0;89,0;cdf5d93f-5557-48bb-9705-85729c025564
55;55;39;R1 - Eat grass;4;4;25,0;30,0;3f3ce0a2-d84a-4d67-b099-0015eb671546
55;55;133;R1 - Eat grass;4;4;62,0;50,0;5329fa39-b43b-4f7c-b246-61369d6be57e
55;55;36;R1 - Eat grass;4;4;76,0;61,0;e922af3d-63d9-46c3-9313-2c1adae2e035
55;55;55;R1 - Eat grass;4;4;79,0;23,0;f0b59c2a-00f5-4f63-88ab-99ca475f5fbe
56;56;49;R1 - Eat grass;4;4;72,0;88,0;e58164f1-bbf0-4f7b-906a-91ae5c9b7b4e
56;56;16;R1 - Eat grass;4;4;8,0;85,0;51ce38a0-d3c7-4eb2-9d4a-dbd6b57a5bdc
56;56;50;R1 - Eat grass;4;4;41,0;24,0;257549f6-ef53-42d4-925b-190c9e2055a6
56;56;47;R1 - Eat grass;4;4;22,0;89,0;6020c978-024d-42d8-9267-ccbc5c091365
56;56;48;R1 - Eat grass;4;4;59,0;88,0;c6ea9cdd-b19e-47c3-8533-ab13eb437ba5
56;56;85;R1 - Eat grass;4;4;69,0;2,0;bb6e556f-ac1e-4d1c-b334-8be41e78f006
56;56;31;R1 - Eat grass;4;4;57,0;12,0;edcb766a-57a5-4631-975d-5a610a474475
56;56;58;R1 - Eat grass;4;4;60,0;89,0;6cb5c94d-74b7-4bcf-96cd-60fab0acce3e
56;56;44;R2 - No food found;4;4;100,0;8,0;d488c9da-4986-40b5-8b8d-1cfbb03b8aed
56;56;43;R1 - Eat grass;4;4;74,0;55,0;7001fc3f-ed2a-4029-828a-11bb471185d9
56;56;106;R1 - Eat grass;4;4;82,0;1,0;8c077279-edac-46bf-9f01-75218c4955c7
56;56;22;R1 - Eat grass;4;4;59,0;8,0;e93f5fed-a8cb-489c-a878-62cb36b75f54
56;56;54;R1 - Eat grass;4;4;15,0;38,0;93e57548-d0e2-4926-83bb-b9412f4edf7c
56;56;43;R1 - Eat grass;4;4;27,0;75,0;148f55f7-d591-4f1d-a5e7-a0f33a61f8ff
56;56;60;R1 - Eat grass;4;4;23,0;82,0;76217087-cb8f-43be-a1eb-856d4e0bc73d
56;56;41;R1 - Eat grass;4;4;62,0;35,0;a28529ec-07af-4397-a26e-a5e89cb7a9b6
56;56;50;R1 - Eat grass;4;4;39,0;65,0;d241e086-3ca0-41f5-ba0c-91db9c7a52dc
56;56;67;R1 - Eat grass;4;4;76,0;90,0;caadd8ce-6e21-45a4-aa2f-d8486d335f66
56;56;94;R1 - Eat grass;4;4;82,0;20,0;a80ea4b7-04f6-4bd7-8eb7-e4846602830b
56;56;62;R1 - Eat grass;4;4;73,0;14,0;36251531-a8c5-41c5-9328-2d05b00aba97
56;56;46;R1 - Eat grass;4;4;48,0;61,0;3f8399b5-35c0-4c52-a11a-1df7caaa4299
56;56;126;R1 - Eat grass;4;4;37,0;59,0;4e6d4841-e0d7-4344-813b-9c2522d87823
56;56;21;R1 - Eat grass;4;4;38,0;71,0;63829d79-6f9f-41db-861c-e76d27bb0da0
56;56;56;R1 - Eat grass;4;4;49,0;36,0;252e9bed-b1e4-49f2-acfe-091df1157f31
56;56;68;R2 - No food found;4;4;100,0;82,0;e8900be0-8cc2-42ba-8e7b-f4033b68f49d
56;56;62;R1 - Eat grass;4;4;51,0;52,0;577d35b6-9cfe-48a7-b504-e043691c9368
56;56;55;R1 - Eat grass;4;4;93,0;11,0;f8b2336f-dcd8-4c2a-a735-f1561c5798bc
56;56;64;R1 - Eat grass;4;4;94,0;73,0;ec360169-e8e4-4b55-92a5-bb53b8d4d99a
56;56;37;R1 - Eat grass;4;4;14,0;27,0;9534370b-5ed7-44a2-b208-79813d0c4047
56;56;29;R1 - Eat grass;4;4;52,0;21,0;3d735fd8-7410-4121-82c2-cfaf0bea4cca
56;56;105;R1 - Eat grass;4;4;38,0;29,0;b7057de1-d9fe-42e7-b247-b3076658cc85
56;56;75;R1 - Eat grass;4;4;19,0;81,0;f0326b7c-b3cd-46bf-8113-e39843e2a833
56;56;46;R1 - Eat grass;4;4;60,0;71,0;9478584e-6d9f-46ff-8f41-ded910e4e796
56;56;39;R1 - Eat grass;4;4;99,0;60,0;58ba3ae1-60b9-4552-8bf7-34c8c02f1f46
56;56;157;R1 - Eat grass;4;4;88,0;32,0;fe79838e-f53c-48e5-9989-37bb8780670d
56;56;145;R1 - Eat grass;4;4;36,0;58,0;a099a588-d2c4-45cd-9d4d-1e3d409a2761
56;56;98;R1 - Eat grass;4;4;88,0;18,0;414c0134-a3a5-4c2d-beaf-5a11fb2ee06b
56;56;23;R1 - Eat grass;4;4;34,0;43,0;6e932de4-f1d5-439d-a283-7325ed510958
56;56;168;R1 - Eat grass;4;4;77,0;61,0;91ab30fa-9553-41c8-831b-05107329596b
56;56;82;R1 - Eat grass;4;4;40,0;82,0;d85a1fa7-0668-47ae-83e3-6cc110b6dfb5
56;56;58;R1 - Eat grass;4;4;12,0;56,0;fb1a14f8-b776-4e01-9f93-4e56f09e2a35
56;56;22;R1 - Eat grass;4;4;98,0;1,0;a7929ac2-93b1-4dcb-ac19-277d8d95fbff
56;56;21;R1 - Eat grass;4;4;92,0;99,0;844e9591-81a3-40eb-8b0f-96b5ce818a32
56;56;28;R1 - Eat grass;4;4;58,0;2,0;3236b06a-b60e-4fcd-85d4-cf767737b8f1
56;56;77;R1 - Eat grass;4;4;44,0;50,0;77b63f41-a5c6-450c-9dba-a9e7d4ce8f10
56;56;54;R1 - Eat grass;4;4;34,0;66,0;9059a12d-2d19-47f2-a6b6-59d9c4dbafff
56;56;168;R1 - Eat grass;4;4;84,0;72,0;1d3155a7-07f4-4a52-ac72-df7f71a6f3eb
56;56;44;R1 - Eat grass;4;4;26,0;56,0;128e7313-f57d-43fa-903b-8043798f09d2
56;56;20;R1 - Eat grass;4;4;77,0;74,0;c036be6c-3bef-46eb-81ae-4608f3b0c985
56;56;49;R1 - Eat grass;4;4;66,0;93,0;ce7fc721-27b6-439e-8976-f71857f04ff4
56;56;32;R1 - Eat grass;4;4;55,0;65,0;a3052320-d706-48ca-b780-0c9638088876
56;56;39;R1 - Eat grass;4;4;78,0;55,0;0463c93d-4ab8-40d2-9556-2df13bcb9149
56;56;61;R1 - Eat grass;4;4;53,0;18,0;8c5f02c8-ad05-472d-9a02-576c591c62d2
56;56;55;R1 - Eat grass;4;4;22,0;16,0;8afef35b-00dc-4479-b515-bf786d28957a
56;56;62;R1 - Eat grass;4;4;32,0;66,0;ce4f7135-a86e-46d5-8451-b771b0a6259e
56;56;93;R2 - No food found;4;4;100,0;93,0;5e13a425-68ee-4f6a-8723-612708601065
56;56;45;R1 - Eat grass;4;4;79,0;74,0;c3c59652-5c4b-4f82-a525-6d51eaba9e12
56;56;33;R2 - No food found;4;4;100,0;72,0;500e8409-10fd-49ba-9d82-12fe3e1983c8
56;56;43;R1 - Eat grass;4;4;70,0;49,0;834df528-ca7f-4385-b40f-a8c1103aaad2
56;56;59;R1 - Eat grass;4;4;37,0;82,0;5505cab9-70f5-4373-af91-7975ebf77031
56;56;112;R1 - Eat grass;4;4;73,0;9,0;3c0052d0-c09b-4226-91d5-a6b44b5bccb8
56;56;43;R1 - Eat grass;4;4;45,0;88,0;6364d24c-31b3-4401-b8f7-bf2db4c34af1
56;56;54;R1 - Eat grass;4;4;35,0;82,0;16869f0b-07d8-4a8e-a05c-8812d83525e3
56;56;53;R1 - Eat grass;4;4;97,0;37,0;87c3411e-9011-44a4-adae-7cb3f6b70381
56;56;13;R2 - No food found;4;4;100,0;43,0;3447e1c4-4fdb-4d4c-9557-3c438306efc9
56;56;46;R1 - Eat grass;4;4;30,0;9,0;cf512c4c-7c5b-4a1e-9889-d02ce9cf0571
56;56;54;R1 - Eat grass;4;4;43,0;90,0;9fc970a3-18e3-4264-85d2-e9c5f943f7b1
56;56;50;R1 - Eat grass;4;4;56,0;88,0;d20a657c-a8d9-4d41-b666-1938c8d0014d
56;56;66;R1 - Eat grass;4;4;96,0;8,0;93a3b955-3b82-4406-9140-5b2eaa5fcf5d
56;56;41;R2 - No food found;4;4;100,0;71,0;7974ae68-0caf-4659-afc9-b79553e54495
56;56;23;R1 - Eat grass;4;4;31,0;21,0;0e240ff4-6bb1-41a5-a7d4-ca124dba4f96
56;56;43;R1 - Eat grass;4;4;41,0;48,0;0f5f3d47-68fb-4b4a-b505-dea8675512c0
56;56;40;R1 - Eat grass;4;4;56,0;13,0;6b214e48-19f2-45e3-b2a6-5e4be1f32415
56;56;45;R1 - Eat grass;4;4;94,0;13,0;3d2541a0-9328-43ba-bae7-cf573156ab0d
56;56;51;R1 - Eat grass;4;4;69,0;81,0;6a26a948-26de-4c78-816a-e0dfaf8aceff
56;56;42;R1 - Eat grass;4;4;70,0;2,0;e4e768af-58ed-4d91-9cb3-cb98378b7f10
56;56;100;R1 - Eat grass;4;4;47,0;27,0;d7be5543-8612-4055-88c1-24d4e185a525
56;56;111;R1 - Eat grass;4;4;78,0;47,0;4e9adc26-2656-44bb-b44e-05843de4a15c
56;56;128;R1 - Eat grass;4;4;47,0;68,0;12b5cd4f-0a92-47dd-a694-bf09c84537b9
56;56;60;R1 - Eat grass;4;4;44,0;29,0;c7a2c4ec-0133-4c06-b96e-9b985c14a079
56;56;44;R1 - Eat grass;4;4;54,0;38,0;b5aa18b1-63bb-4780-a96a-575000ded3fd
56;56;167;R1 - Eat grass;4;4;67,0;84,0;80688ac6-528c-4435-bfc7-8b77deb503fd
56;56;97;R1 - Eat grass;4;4;50,0;42,0;b9d7e2ae-e972-4ead-a519-1986b74d58bd
56;56;35;R2 - No food found;4;4;100,0;57,0;e13e4ec2-0404-404d-942d-75555d254a41
56;56;74;R1 - Eat grass;4;4;67,0;98,0;3279d36f-77da-4dd5-be3f-ab7330e9f9f6
56;56;111;R1 - Eat grass;4;4;60,0;32,0;1a31dd4f-4e42-454c-9a4e-3ddca276318a
56;56;169;R1 - Eat grass;4;4;39,0;48,0;7abdd563-9dc6-4399-8ce0-85ce9fc74825
56;56;55;R1 - Eat grass;4;4;63,0;2,0;7f83726c-7526-4f2e-82c0-d82d0c48cab9
56;56;88;R2 - No food found;4;4;91,0;100,0;c901d9d6-859c-44b2-a26e-06a35ced2333
56;56;80;R1 - Eat grass;4;4;79,0;32,0;aa08df53-ead5-4895-83da-e1e67b1cc233
56;56;90;R1 - Eat grass;4;4;49,0;88,0;f820c4a3-76ba-465b-8102-a21cac46a5a7
56;56;78;R1 - Eat grass;4;4;23,0;43,0;2d504415-2836-4e8e-b71a-1018ded7a696
56;56;77;R1 - Eat grass;4;4;7,0;93,0;b23253ec-4c78-4946-b465-20f2ffeaeed5
56;56;39;R1 - Eat grass;4;4;50,0;92,0;c8c5b3aa-e704-4965-9437-702113abe2ec
56;56;95;R1 - Eat grass;4;4;92,0;49,0;880dcdbb-191b-45a3-a1f3-54ac3d03963a
56;56;21;R2 - No food found;4;4;100,0;3,0;5025740a-26b8-441a-8701-e4e71b6b1c07
56;56;19;R1 - Eat grass;4;4;28,0;10,0;db596428-2135-499e-8a40-8456654786bd
56;56;39;R1 - Eat grass;4;4;60,0;7,0;6a51592a-ce16-4d56-8a47-06ffa4d2be56
56;56;65;R1 - Eat grass;4;4;22,0;85,0;d6f52896-c5f8-40e2-8755-4c9b57f70fe3
56;56;143;R1 - Eat grass;4;4;29,0;79,0;1ba26ff9-f96e-42ba-8f78-4549f77a0087
56;56;63;R1 - Eat grass;4;4;53,0;31,0;78509881-6cd5-4f16-ac81-98777048d5c7
56;56;35;R1 - Eat grass;4;4;86,0;28,0;5b8b620a-f9c2-43d6-b2a3-64499b1ce62c
56;56;54;R1 - Eat grass;4;4;27,0;37,0;448bb70a-f983-4c8f-8f1d-d8afdc757d80
56;56;52;R1 - Eat grass;4;4;62,0;61,0;e9cee51c-bb1a-4265-b258-7490e0f5d6af
56;56;95;R1 - Eat grass;4;4;15,0;88,0;9aa73f7e-9743-46fa-9c9c-3b33e1992eaf
56;56;58;R1 - Eat grass;4;4;13,0;45,0;a826d9f6-9305-4de7-842b-aa9de283f080
56;56;46;R1 - Eat grass;4;4;28,0;47,0;b4d8aa0c-d907-4a07-83e6-c5f56ce935e7
56;56;95;R1 - Eat grass;4;4;47,0;79,0;79e4a99a-2f62-4a0f-865f-790c676bb88d
56;56;113;R1 - Eat grass;4;4;35,0;43,0;7eff4a60-a1bf-40b4-8c49-1842cb0d91ce
56;56;39;R1 - Eat grass;4;4;81,0;77,0;5a5f3975-8c3f-454d-817f-528736c55d8b
56;56;36;R2 - No food found;4;4;100,0;95,0;8ad23ac2-84ec-4ba0-8180-f355bd5fddba
56;56;73;R1 - Eat grass;4;4;53,0;30,0;a7caecb0-77b8-46df-93fd-17c7b9389fbb
56;56;71;R1 - Eat grass;4;4;78,0;17,0;c4dc713b-ae20-4d3c-aaa5-901cd8447bc7
56;56;72;R1 - Eat grass;4;4;61,0;26,0;4c8d9129-48b0-4e3f-ac4a-7ce35bef9382
56;56;24;R1 - Eat grass;4;4;36,0;41,0;7cbcbdeb-8bfd-497b-87d5-ff3aeedcb0b3
56;56;45;R1 - Eat grass;4;4;70,0;20,0;9d22a146-8433-47c3-ba7b-e0fa6ed6425a
56;56;88;R1 - Eat grass;4;4;57,0;9,0;59980bfc-611e-4650-b5ad-000da5c0ca5d
56;56;7;R2 - No food found;4;4;100,0;63,0;c7e4d76f-bfb1-4ae0-ae9d-ffb3f5486a48
56;56;57;R1 - Eat grass;4;4;48,0;1,0;1c8085b6-4646-4ed2-9a18-1cab5c75021b
56;56;70;R1 - Eat grass;4;4;94,0;83,0;0dcbc3a5-4dc3-4877-8805-f8e5165633b9
56;56;70;R1 - Eat grass;4;4;9,0;24,0;04c1cc05-0ec9-4420-af6f-7322d07cc308
56;56;101;R1 - Eat grass;4;4;99,0;18,0;88360530-4789-4bdf-9b00-be9fb8be4072
56;56;24;R1 - Eat grass;4;4;92,0;9,0;91666d32-e023-48d7-9584-772acb84385b
56;56;28;R1 - Eat grass;4;4;36,0;80,0;2a3c3b5b-8047-4ca2-b3b5-1de5496a99bb
56;56;27;R1 - Eat grass;4;4;26,0;6,0;57a467dd-0265-4ad0-9afe-6410ce0fdcbb
56;56;18;R2 - No food found;4;4;100,0;40,0;970207ab-2251-4ae4-b0dc-dc977abc8a50
56;56;80;R1 - Eat grass;4;4;34,0;34,0;f9b32f01-f758-4db9-b664-98458cd3cb10
56;56;78;R1 - Eat grass;4;4;93,0;80,0;d5277e37-26f0-4fa5-ac21-17acba0084e9
56;56;99;R1 - Eat grass;4;4;43,0;12,0;7016afaa-8ef0-473d-b22a-0dfdca02c0a7
56;56;149;R1 - Eat grass;4;4;74,0;39,0;de348593-b7a9-4b4d-85d1-364d5c6716a8
56;56;51;R2 - No food found;4;4;100,0;68,0;25c5fca9-9b89-411e-bea4-1bf26b8e9484
56;56;41;R1 - Eat grass;4;4;51,0;77,0;4bed0f9b-4367-4a1a-a1c3-a9267f3ebd5d
56;56;81;R1 - Eat grass;4;4;94,0;77,0;435c8b5a-cc1d-4ef5-8db9-b3e092916893
56;56;39;R1 - Eat grass;4;4;12,0;36,0;ef16cbc1-55b2-4174-9ebe-29b1acfaefba
56;56;92;R1 - Eat grass;4;4;98,0;2,0;5877307a-f1d0-4e24-8395-136d3812e3f1
56;56;62;R1 - Eat grass;4;4;82,0;0,0;5c0f8d55-2b5a-4dcf-bc6d-072e54eb3c59
56;56;61;R1 - Eat grass;4;4;88,0;13,0;37a04fc7-5735-4227-82ee-26e313ed3bda
56;56;72;R1 - Eat grass;4;4;25,0;34,0;3eb49687-9583-4f81-8566-b41b545e6cbe
56;56;91;R1 - Eat grass;4;4;30,0;31,0;25565a99-0d6c-42a0-bcd9-95975d1a79e5
56;56;56;R1 - Eat grass;4;4;42,0;87,0;9b1114b5-d1dd-4210-9ab7-9e13bdbf46c9
56;56;27;R1 - Eat grass;4;4;7,0;75,0;60bbef62-eda1-4f7b-90c0-47dfe65c037e
56;56;47;R1 - Eat grass;4;4;21,0;70,0;13ed16f8-b9ff-4de6-8cfd-7e7d8460b6ba
56;56;39;R1 - Eat grass;4;4;11,0;75,0;e34d4c5c-d131-44be-88a1-92d8f915033b
56;56;127;R1 - Eat grass;4;4;39,0;10,0;d233fc82-cc68-4b11-891e-877dbe055b02
56;56;99;R1 - Eat grass;4;4;57,0;36,0;71d320d2-a9df-42d9-9216-decf492339f7
56;56;50;R1 - Eat grass;4;4;87,0;41,0;cc0b82fe-86ab-48bf-9cb8-f7aaa59378d2
56;56;49;R1 - Eat grass;4;4;26,0;56,0;478b3080-70be-4b5d-a93f-4c60a7b2b530
56;56;43;R1 - Eat grass;4;4;75,0;7,0;38eaba6b-8e4e-4b9a-8ed7-6d95c28c8049
56;56;38;R1 - Eat grass;4;4;45,0;22,0;bfcee377-bcf1-438e-8908-0f78ab37696b
56;56;62;R1 - Eat grass;4;4;31,0;20,0;25f39670-6066-4a81-a422-a350c78dc2b5
56;56;73;R1 - Eat grass;4;4;68,0;5,0;c109bdf7-1128-469a-b0ff-afdc86389edd
56;56;50;R1 - Eat grass;4;4;30,0;7,0;ad1f584c-7215-4587-8358-5af3b4daaa2d
56;56;25;R1 - Eat grass;4;4;16,0;87,0;8ad628b3-e882-4c56-a6d6-ace3a0ce39c0
56;56;116;R1 - Eat grass;4;4;35,0;80,0;4b7d1865-5ce7-4a65-b33b-23e505929335
56;56;107;R1 - Eat grass;4;4;41,0;38,0;99c69d1f-e5a9-4da4-bba8-947e07c106f1
56;56;114;R1 - Eat grass;4;4;42,0;90,0;fbc2c13b-55f9-40ca-83f3-77574a936bc2
56;56;44;R1 - Eat grass;4;4;68,0;48,0;ea2fa3de-6bde-45fb-9fe1-c8a6d9a432eb
56;56;110;R1 - Eat grass;4;4;79,0;92,0;1a4384e1-4b37-4001-888b-9b01d5fed6d6
56;56;57;R1 - Eat grass;4;4;44,0;39,0;d0bea048-0f41-41b0-abeb-9b3425195549
56;56;20;R2 - No food found;4;4;100,0;7,0;b3c05df6-d2e2-422d-98dd-0a7e4b932e93
56;56;53;R1 - Eat grass;4;4;7,0;39,0;dab226d7-71e5-4b93-a99f-14c42dfcb4e8
56;56;31;R1 - Eat grass;4;4;94,0;97,0;a1160e6a-4a3b-4c8f-ba1e-a432ee32d5a0
56;56;25;R1 - Eat grass;4;4;53,0;15,0;0cc8c306-fafc-45a5-913e-6237bd64c980
56;56;91;R1 - Eat grass;4;4;28,0;39,0;b52d6206-0af1-4f19-b9ec-73c19a0bec18
56;56;14;R2 - No food found;4;4;100,0;20,0;ce71a068-f163-49e8-aec0-4992a8e583b8
56;56;162;R1 - Eat grass;4;4;40,0;52,0;c86ce5d1-edab-4311-99b0-4528f03ba852
56;56;45;R1 - Eat grass;4;4;88,0;84,0;11e0342a-f40b-4b3f-a363-9d32141bb3e5
56;56;82;R2 - No food found;4;4;100,0;77,0;d562af7c-ee4e-4607-9a38-1bfd3a075c0d
56;56;55;R1 - Eat grass;4;4;55,0;44,0;571c2f92-4886-446b-8783-183d1487dd53
56;56;76;R1 - Eat grass;4;4;33,0;56,0;35a79fc3-fcf3-4c76-8d9a-386d70da0840
56;56;107;R1 - Eat grass;4;4;50,0;29,0;64c7f0d9-2e34-4ff1-9a93-a740acfc7162
56;56;82;R1 - Eat grass;4;4;57,0;24,0;b0545814-5df9-4b82-bcc7-3cc8dfdb8554
56;56;72;R1 - Eat grass;4;4;74,0;21,0;f483e111-b828-4ba7-9728-f063de7b87b3
56;56;84;R1 - Eat grass;4;4;55,0;30,0;9f905314-8cad-4d7a-9f41-f83b4e55c4f6
56;56;3;R2 - No food found;4;4;100,0;65,0;0aac7c29-10d2-4f31-96bc-bb1fc32ecd4d
56;56;66;R1 - Eat grass;4;4;99,0;91,0;96b5e508-a69c-4cc0-8224-89d54ba61d43
56;56;150;R1 - Eat grass;4;4;59,0;76,0;cfa1c454-8928-4a7f-b122-08ef0b48d678
56;56;53;R1 - Eat grass;4;4;14,0;68,0;30dc6574-cd02-45ef-a556-34ea96706d77
56;56;107;R1 - Eat grass;4;4;41,0;69,0;30a3a8d1-0c71-4e41-9efc-8e6d211727dd
56;56;145;R1 - Eat grass;4;4;84,0;77,0;0e591bd6-ebdb-4091-adb5-b21bca11bcb0
56;56;33;R1 - Eat grass;4;4;50,0;8,0;37d2ea15-7c5c-4943-af0f-fa1f5d584a97
56;56;39;R1 - Eat grass;4;4;17,0;60,0;d247cb5f-e9a5-4529-acaa-a8f037d8fec7
56;56;21;R1 - Eat grass;4;4;17,0;4,0;86a4a9e7-6ba2-4015-959f-dbc01c122877
