Tick;Step;Energy;Rule;Sheep_gain_from_food;Sheep_reproduce;0_Position;1_Position;ID
76;76;27;R1 - Eat grass;4;4;28,0;71,0;f4d2057b-e7d6-438e-a44f-831828f0a6a7
76;76;24;R1 - Eat grass;4;4;80,0;97,0;cd4d23c5-74b3-477a-8725-1e294f8e898d
76;76;20;R1 - Eat grass;4;4;19,0;24,0;a5fb9e4e-4624-4896-a7b7-d4f02944d343
76;76;87;R1 - Eat grass;4;4;25,0;69,0;60bbef62-eda1-4f7b-90c0-47dfe65c037e
76;76;106;R1 - Eat grass;4;4;44,0;47,0;b4d8aa0c-d907-4a07-83e6-c5f56ce935e7
76;76;45;R1 - Eat grass;4;4;75,0;99,0;04a99127-21b7-49f1-9827-67e2684cfb32
76;76;52;R1 - Eat grass;4;4;73,0;92,0;58c2e6d9-26b0-422f-b923-953d8ac8ab10
76;76;20;R2 - No food found;4;4;100,0;33,0;ac7b489e-36fa-497e-89a2-a83c34b04427
76;76;39;R1 - Eat grass;4;4;96,0;23,0;e6df4e77-84c8-4214-bf25-8240451fc69d
76;76;23;R1 - Eat grass;4;4;73,0;1,0;b2f9f923-3412-4059-99d4-d4bae825aa90
76;76;28;R1 - Eat grass;4;4;72,0;76,0;b1e03d44-dba7-45a0-a94f-0d41ada7a7e6
76;76;47;R1 - Eat grass;4;4;19,0;37,0;dab226d7-71e5-4b93-a99f-14c42dfcb4e8
76;76;205;R1 - Eat grass;4;4;99,0;91,0;0e591bd6-ebdb-4091-adb5-b21bca11bcb0
76;76;86;R1 - Eat grass;4;4;26,0;45,0;8a08cb80-dc24-4cbc-9edb-6d3d640555bc
76;76;72;R1 - Eat grass;4;4;54,0;40,0;99c69d1f-e5a9-4da4-bba8-947e07c106f1
76;76;38;R1 - Eat grass;4;4;95,0;83,0;4fd07db5-f478-477f-aca2-f3c3c3f0b70a
76;76;31;R2 - No food found;4;4;100,0;72,0;25c5fca9-9b89-411e-bea4-1bf26b8e9484
76;76;43;R1 - Eat grass;4;4;62,0;26,0;a41c1c92-5608-4cdf-85ac-7a2d17a94182
76;76;83;R1 - Eat grass;4;4;46,0;53,0;c6389474-06aa-41dd-890a-752f94a370cc
76;76;46;R1 - Eat grass;4;4;73,0;80,0;364e96ec-922a-430f-af35-052ccc12e4f6
76;76;228;R1 - Eat grass;4;4;92,0;61,0;91ab30fa-9553-41c8-831b-05107329596b
76;76;93;R2 - No food found;4;4;100,0;83,0;435c8b5a-cc1d-4ef5-8db9-b3e092916893
76;76;0;R2 - No food found;4;4;100,0;99,0;8ad23ac2-84ec-4ba0-8180-f355bd5fddba
76;76;48;R1 - Eat grass;4;4;76,0;79,0;4c1ac207-ef0d-4a02-97c8-035c00235a30
76;76;65;R1 - Eat grass;4;4;72,0;94,0;6cb5c94d-74b7-4bcf-96cd-60fab0acce3e
76;76;63;R1 - Eat grass;4;4;22,0;85,0;97739507-d11e-4f9b-a731-0470ed3b017c
76;76;39;R1 - Eat grass;4;4;33,0;72,0;1d9b43e3-f45b-4b18-8d0b-db894a46efa6
76;76;46;R1 - Eat grass;4;4;5,0;75,0;96fbd31a-75bd-4009-ba7e-c5b2d14e9258
76;76;31;R1 - Eat grass;4;4;93,0;71,0;8e8b58da-e9ae-45f1-8902-824803dd6752
76;76;44;R1 - Eat grass;4;4;94,0;45,0;605b0e06-99c0-4c2d-9083-ea7a1e3ee308
76;76;130;R1 - Eat grass;4;4;24,0;25,0;04c1cc05-0ec9-4420-af6f-7322d07cc308
76;76;120;R1 - Eat grass;4;4;75,0;10,0;00656ac4-5ea7-42f2-86e9-a04c01710aac
76;76;26;R1 - Eat grass;4;4;58,0;21,0;b141dc32-9f81-48bc-aad4-62f51150b09d
76;76;26;R1 - Eat grass;4;4;20,0;48,0;c0551f56-a207-4778-a8e5-b7cbcac9cac2
76;76;78;R1 - Eat grass;4;4;54,0;7,0;0594a551-7918-4237-b88a-c958a1a085ed
76;76;70;R1 - Eat grass;4;4;72,0;42,0;33a84f9b-db36-4296-983e-aefab1749899
76;76;120;R1 - Eat grass;4;4;58,0;24,0;c7a2c4ec-0133-4c06-b96e-9b985c14a079
76;76;36;R2 - No food found;4;4;100,0;50,0;38d950ad-2c90-44ab-bda7-2d71647f3823
76;76;77;R1 - Eat grass;4;4;67,0;89,0;22c2cc58-a63f-4d70-899f-e92085fb4e6d
76;76;48;R1 - Eat grass;4;4;74,0;28,0;e8ceaa75-c931-4557-a151-3fc6623366a0
76;76;55;R1 - Eat grass;4;4;31,0;11,0;acea9c0a-5db3-40ef-bb94-657e31dc9439
76;76;107;R1 - Eat grass;4;4;12,0;91,0;3112d43a-225d-4a9a-af71-a61bc8a48027
76;76;99;R1 - Eat grass;4;4;93,0;60,0;0463c93d-4ab8-40d2-9556-2df13bcb9149
76;76;20;R1 - Eat grass;4;4;90,0;46,0;40cb2d19-8399-4a8c-ab7d-1df957f0401b
76;76;42;R1 - Eat grass;4;4;69,0;23,0;bbb3d929-a6a9-4130-b0f6-ce4acc4c2944
76;76;59;R1 - Eat grass;4;4;22,0;92,0;49af6eab-3559-48b1-bf7f-e5c8f1789adf
76;76;37;R1 - Eat grass;4;4;27,0;24,0;456b4b07-3856-4224-ac29-79b340bc0fc0
76;76;130;R1 - Eat grass;4;4;78,0;46,0;01dad334-cd16-4dca-9227-7ee9a9392530
76;76;78;R1 - Eat grass;4;4;15,0;86,0;5cbf36d2-afc6-4cd4-a3a8-dd0b18d6714d
76;76;43;R1 - Eat grass;4;4;13,0;42,0;9a0103f9-9ed0-4046-a565-d0626b1a950f
76;76;146;R1 - Eat grass;4;4;25,0;74,0;e0707f33-5c30-4fe3-897e-774cc3d2ab1b
76;76;68;R1 - Eat grass;4;4;54,0;11,0;64969c11-0629-4d31-a51e-977ba18d7719
76;76;59;R1 - Eat grass;4;4;28,0;73,0;a7bd405c-db50-4d42-879a-3faf995ea8ba
76;76;59;R1 - Eat grass;4;4;36,0;90,0;fd616716-29a8-45fb-88f6-3856147cecd9
76;76;188;R1 - Eat grass;4;4;48,0;81,0;7d582c06-1375-4b01-ba39-1874fde19631
76;76;165;R1 - Eat grass;4;4;55,0;30,0;629ceb42-d818-4899-af35-bc8cdddf9b94
76;76;35;R1 - Eat grass;4;4;88,0;32,0;3ac076b7-7c08-44cd-8fee-ce4225600899
76;76;63;R1 - Eat grass;4;4;95,0;17,0;7a11a1c9-88e8-4417-8206-cd34fe2d28e4
76;76;82;R1 - Eat grass;4;4;83,0;36,0;e96903fc-caba-4983-aa44-1a0836822131
76;76;47;R1 - Eat grass;4;4;20,0;69,0;f22d247f-252d-463c-93f9-1994013fe411
76;76;58;R1 - Eat grass;4;4;53,0;48,0;c8135ee5-42e4-414c-8fa1-5dbf52f4996b
76;76;103;R1 - Eat grass;4;4;84,0;49,0;834df528-ca7f-4385-b40f-a8c1103aaad2
76;76;70;R2 - No food found;4;4;100,0;94,0;2d3f8f70-afaa-4263-bb02-df2ed0e9a282
76;76;55;R2 - No food found;4;4;100,0;2,0;53f26bac-5572-42c6-9a49-fdef3750c25f
76;76;24;R1 - Eat grass;4;4;72,0;90,0;3854022c-39fa-48df-a279-8cb5eeab1a39
76;76;55;R2 - No food found;4;4;100,0;84,0;2c69fcc7-b4c0-451c-b5d3-b5348f111b95
76;76;63;R1 - Eat grass;4;4;28,0;62,0;8a2fb976-79b8-49b4-86e7-41a9eaef7d17
76;76;52;R1 - Eat grass;4;4;67,0;55,0;6df416d9-293f-4f33-a9ea-221d1ecd3aad
76;76;126;R1 - Eat grass;4;4;44,0;23,0;34122337-d782-435c-8591-cd523924d9a9
76;76;55;R1 - Eat grass;4;4;22,0;85,0;5e78e3b5-c39e-4b6b-ae85-2a26aba3349c
76;76;42;R1 - Eat grass;4;4;22,0;12,0;dd909281-f271-4d3d-bdfe-1ce3101ccd14
76;76;81;R1 - Eat grass;4;4;79,0;86,0;06f4cc1f-13fb-4c03-87b6-9402da17e707
76;76;40;R1 - Eat grass;4;4;16,0;52,0;9444edd8-df64-4797-8d90-a560fd043501
76;76;122;R1 - Eat grass;4;4;45,0;20,0;25f39670-6066-4a81-a422-a350c78dc2b5
76;76;25;R1 - Eat grass;4;4;79,0;1,0;7633b089-dd2a-4cae-a734-1ca1e9e1bd6a
76;76;167;R1 - Eat grass;4;4;61,0;22,0;64c7f0d9-2e34-4ff1-9a93-a740acfc7162
76;76;67;R1 - Eat grass;4;4;11,0;70,0;c109bdf7-1128-469a-b0ff-afdc86389edd
76;76;21;R1 - Eat grass;4;4;65,0;99,0;c001d84d-a6ee-4162-9f26-ffc9d6753954
76;76;13;R2 - No food found;4;4;100,0;48,0;880dcdbb-191b-45a3-a1f3-54ac3d03963a
76;76;122;R1 - Eat grass;4;4;47,0;60,0;ce4f7135-a86e-46d5-8451-b771b0a6259e
76;76;27;R1 - Eat grass;4;4;77,0;55,0;45b62e64-def3-42b3-a680-cbdf80834b7d
76;76;89;R1 - Eat grass;4;4;69,0;72,0;16a2f0a0-4289-40e5-ab12-a5efae335b99
76;76;17;R1 - Eat grass;4;4;21,0;50,0;9d0c41eb-3316-44a7-8b5c-038ca843b620
76;76;65;R1 - Eat grass;4;4;48,0;86,0;e57475f5-f2fe-44ed-98ef-ff82e0bffb87
76;76;25;R1 - Eat grass;4;4;96,0;70,0;48857d08-941a-4320-9e0d-1fe9ec647846
76;76;52;R2 - No food found;4;4;100,0;71,0;07f07982-aedc-4d7a-a6cd-d26fe72d82fc
76;76;38;R1 - Eat grass;4;4;31,0;63,0;15e457bf-ce96-4e07-876f-afc2dfe02158
76;76;64;R1 - Eat grass;4;4;43,0;70,0;148f55f7-d591-4f1d-a5e7-a0f33a61f8ff
76;76;41;R1 - Eat grass;4;4;65,0;57,0;3f8399b5-35c0-4c52-a11a-1df7caaa4299
76;76;133;R1 - Eat grass;4;4;67,0;31,0;a7caecb0-77b8-46df-93fd-17c7b9389fbb
76;76;56;R1 - Eat grass;4;4;49,0;24,0;335ae74a-abff-40b2-a515-6e4f1eb2e9a5
76;76;35;R1 - Eat grass;4;4;2,0;92,0;b5e62638-be85-4c9a-8e80-4c37a9a83f5e
76;76;38;R1 - Eat grass;4;4;59,0;71,0;eb25a967-102a-445d-8864-8da49ab51d23
76;76;43;R1 - Eat grass;4;4;66,0;30,0;1a50e6c1-f218-4f8e-9bac-8372b72d37c1
76;76;125;R1 - Eat grass;4;4;76,0;53,0;5329fa39-b43b-4f7c-b246-61369d6be57e
76;76;107;R1 - Eat grass;4;4;71,0;81,0;f0ef24d0-b6b9-479e-8071-eef038c05442
76;76;14;R1 - Eat grass;4;4;14,0;62,0;8dea380a-5b6f-454c-867d-b906cec8f0e3
76;76;44;R1 - Eat grass;4;4;85,0;62,0;deae9b60-d3d2-4236-8305-c7c20ec662dd
76;76;118;R1 - Eat grass;4;4;25,0;46,0;a826d9f6-9305-4de7-842b-aa9de283f080
76;76;47;R1 - Eat grass;4;4;91,0;33,0;1a6c519b-d612-4b25-bf1d-1a09552b6238
76;76;63;R2 - No food found;4;4;100,0;6,0;f8b2336f-dcd8-4c2a-a735-f1561c5798bc
76;76;21;R1 - Eat grass;4;4;9,0;48,0;a0c1b02d-e4e2-48bb-b56e-41b6345b1d1b
76;76;89;R1 - Eat grass;4;4;55,0;85,0;da124e5c-e4c9-42dd-8ca0-07a2b7e52f38
76;76;47;R1 - Eat grass;4;4;6,0;81,0;9de4fd76-1164-4832-b394-041fcdbf64b5
76;76;28;R1 - Eat grass;4;4;60,0;7,0;fa9ba199-2387-4268-a714-aec464f05c67
76;76;58;R1 - Eat grass;4;4;19,0;10,0;f75b83d7-ba38-411c-9036-ea0ac30157f4
76;76;61;R2 - No food found;4;4;100,0;98,0;52a0b3c0-5d8d-49a3-82b1-139046e584af
76;76;104;R1 - Eat grass;4;4;43,0;54,0;128e7313-f57d-43fa-903b-8043798f09d2
76;76;65;R1 - Eat grass;4;4;45,0;71,0;edc511f2-58fa-4b1a-8fae-5ee80ef99b52
76;76;100;R1 - Eat grass;4;4;66,0;10,0;6b214e48-19f2-45e3-b2a6-5e4be1f32415
76;76;54;R1 - Eat grass;4;4;37,0;13,0;57a467dd-0265-4ad0-9afe-6410ce0fdcbb
76;76;37;R1 - Eat grass;4;4;48,0;59,0;8654fd4c-0f6c-4fd0-89b1-b6603b5a1bf3
76;76;119;R1 - Eat grass;4;4;19,0;19,0;7c7fb6e4-bcfb-4774-9154-492d05601008
76;76;126;R1 - Eat grass;4;4;64,0;87,0;70b826b9-147b-4567-91b6-129cd5b7595e
76;76;24;R2 - No food found;4;4;100,0;3,0;d488c9da-4986-40b5-8b8d-1cfbb03b8aed
76;76;176;R1 - Eat grass;4;4;49,0;79,0;4b7d1865-5ce7-4a65-b33b-23e505929335
76;76;54;R1 - Eat grass;4;4;60,0;3,0;1402a269-48d2-433e-bf39-1fe81ad972fc
76;76;92;R1 - Eat grass;4;4;52,0;77,0;2ec43f3d-aa7a-4999-86db-08ae4eb17b78
76;76;16;R1 - Eat grass;4;4;75,0;37,0;8e1084f0-75d4-4c51-8b03-877047fd5546
76;76;102;R1 - Eat grass;4;4;40,0;32,0;3f3ce0a2-d84a-4d67-b099-0015eb671546
76;76;64;R2 - No food found;4;4;100,0;94,0;f88c2854-fc9e-4b95-b775-cda6ea0fa835
76;76;41;R1 - Eat grass;4;4;62,0;84,0;12f7a687-8932-4cdc-89f5-68dbdea80957
76;76;28;R1 - Eat grass;4;4;14,0;23,0;12c515a1-6297-4d37-9c8e-e34af050a213
76;76;71;R2 - No food found;4;4;100,0;16,0;f3470810-a6df-4377-a13b-999be44e7820
76;76;38;R1 - Eat grass;4;4;10,0;72,0;c60037cb-96e0-4ed3-a5fc-b47a8f51df4b
76;76;41;R1 - Eat grass;4;4;35,0;64,0;74b729e7-e956-4136-9759-8e63b73dd97a
76;76;34;R1 - Eat grass;4;4;28,0;26,0;553bea05-668d-4555-9164-65c9eefa70fe
76;76;45;R1 - Eat grass;4;4;55,0;43,0;d53c5fa5-c5e7-47af-9bbb-60dbb8f4b3a5
76;76;50;R1 - Eat grass;4;4;73,0;10,0;efdf1b97-a265-4b2c-94a7-56c861093200
76;76;111;R1 - Eat grass;4;4;36,0;81,0;734d3034-465a-4ce7-98c6-990c6c1b3d0b
76;76;32;R1 - Eat grass;4;4;53,0;80,0;054027e6-32d1-4645-9801-a302d29f91ed
76;76;74;R1 - Eat grass;4;4;45,0;76,0;ab762576-416a-43ee-922a-878ca5d2a790
76;76;41;R2 - No food found;4;4;91,0;100,0;b26ce43e-a1eb-4d96-9c58-f9615486c6f4
76;76;48;R1 - Eat grass;4;4;61,0;26,0;2aeeee6b-fe17-4f5f-8d79-1066bbd5cc5b
76;76;167;R1 - Eat grass;4;4;39,0;26,0;ed8623dd-83ed-40b7-b683-57851456c793
76;76;62;R1 - Eat grass;4;4;28,0;9,0;e97217b6-83e4-43a0-a015-a9e3bab1faae
76;76;30;R1 - Eat grass;4;4;8,0;6,0;5025740a-26b8-441a-8701-e4e71b6b1c07
76;76;147;R2 - No food found;4;4;100,0;38,0;905e57bc-f589-437d-b44a-e78842a3003c
76;76;48;R1 - Eat grass;4;4;36,0;98,0;1a4c761d-265a-481e-8824-199757a8a48f
76;76;34;R1 - Eat grass;4;4;39,0;11,0;db596428-2135-499e-8a40-8456654786bd
76;76;203;R1 - Eat grass;4;4;44,0;76,0;1ba26ff9-f96e-42ba-8f78-4549f77a0087
76;76;0;R2 - No food found;4;4;100,0;10,0;60ae957f-1c83-4cf7-9f83-36550ad28794
76;76;31;R1 - Eat grass;4;4;50,0;74,0;ff76be02-7e07-4e7c-a0f7-c29d8a9eabeb
76;76;99;R1 - Eat grass;4;4;79,0;80,0;3b4b33f4-a395-45fd-a17d-56d0d7db03a0
76;76;49;R2 - No food found;4;4;100,0;34,0;87c3411e-9011-44a4-adae-7cb3f6b70381
76;76;76;R1 - Eat grass;4;4;44,0;87,0;6804c05c-7e92-4b91-bdad-8a554a055da4
76;76;96;R1 - Eat grass;4;4;70,0;73,0;08de562a-a03c-49e8-9c77-1c5a1c86d70a
76;76;21;R1 - Eat grass;4;4;47,0;98,0;cbc633f3-e314-4493-8db3-cce26b67e79a
76;76;66;R1 - Eat grass;4;4;70,0;14,0;38a56335-403e-4250-8c87-e7f5380a7907
76;76;76;R1 - Eat grass;4;4;38,0;66,0;88de1ca7-e860-455b-b54e-0ff759661d38
76;76;41;R1 - Eat grass;4;4;45,0;60,0;3180049b-574e-44f8-a102-d9399126af55
76;76;151;R1 - Eat grass;4;4;44,0;36,0;b52d6206-0af1-4f19-b9ec-73c19a0bec18
76;76;51;R1 - Eat grass;4;4;65,0;32,0;3924a72e-8a8b-478f-9643-9668ef9e3fbd
76;76;49;R1 - Eat grass;4;4;30,0;26,0;b7d9c139-21cb-4dff-b614-950457c19420
76;76;25;R2 - No food found;4;4;100,0;15,0;6ab503eb-af28-4c0f-8054-e7faacfec2ac
76;76;61;R1 - Eat grass;4;4;79,0;95,0;80688ac6-528c-4435-bfc7-8b77deb503fd
76;76;51;R2 - No food found;4;4;65,0;100,0;34a0ed79-1056-453b-89ab-c2c2bde4d52a
76;76;68;R1 - Eat grass;4;4;87,0;20,0;f483e111-b828-4ba7-9728-f063de7b87b3
76;76;109;R1 - Eat grass;4;4;85,0;95,0;e58164f1-bbf0-4f7b-906a-91ae5c9b7b4e
76;76;54;R1 - Eat grass;4;4;70,0;74,0;85a656f8-c858-43c1-93f3-b03c473be34e
76;76;58;R1 - Eat grass;4;4;42,0;88,0;d5d6b6c4-d328-4aa9-9fbc-2869cb98228c
76;76;1;R2 - No food found;4;4;100,0;94,0;e4b2a86c-6f01-4920-97ee-8989c7ac40a0
76;76;72;R1 - Eat grass;4;4;46,0;62,0;b26c99c8-30ab-4099-bb5a-e1966b22ba52
76;76;44;R1 - Eat grass;4;4;28,0;57,0;c9eb18f1-e3e3-4ed7-9ae2-d353446e05e6
76;76;43;R1 - Eat grass;4;4;43,0;10,0;b7ac3880-70c4-46db-ab45-99111ccf4e68
76;76;6;R2 - No food found;4;4;97,0;100,0;237edcb5-9cfe-4976-a04c-e474960e393b
76;76;24;R1 - Eat grass;4;4;72,0;58,0;5eac399a-6a20-4e8b-85d1-3be9b67052a9
76;76;85;R1 - Eat grass;4;4;52,0;26,0;0a518536-e534-4231-a1c6-9746a672d7c1
76;76;20;R1 - Eat grass;4;4;11,0;15,0;db39580d-228b-4e20-bae5-dba2e047fad3
76;76;81;R1 - Eat grass;4;4;52,0;71,0;63829d79-6f9f-41db-861c-e76d27bb0da0
76;76;109;R1 - Eat grass;4;4;51,0;12,0;5c2b5d83-6834-4be2-a1e2-2b04bf8cbfb9
76;76;23;R1 - Eat grass;4;4;56,0;30,0;33202c44-6287-4c69-9ae4-335522b44886
76;76;56;R1 - Eat grass;4;4;68,0;84,0;8a39cf6a-3eb3-415e-963b-638358910346
76;76;43;R1 - Eat grass;4;4;19,0;68,0;04fe963f-7a27-4fe9-8691-b05f12272099
76;76;58;R1 - Eat grass;4;4;14,0;89,0;0ee8b222-4bb9-4582-b6ee-2ccca7cb2669
76;76;84;R1 - Eat grass;4;4;25,0;52,0;a881c0b6-38ec-41cb-99e9-815218fea78e
76;76;89;R1 - Eat grass;4;4;51,0;40,0;02b2f784-e951-46b2-b896-c382f5d4bffa
76;76;13;R1 - Eat grass;4;4;97,0;64,0;b7969941-1568-48e4-b111-486fc50ce5ee
76;76;109;R1 - Eat grass;4;4;43,0;52,0;478b3080-70be-4b5d-a93f-4c60a7b2b530
76;76;69;R1 - Eat grass;4;4;49,0;33,0;bb898540-e3bc-4e84-bdf6-1461a4b29177
76;76;68;R1 - Eat grass;4;4;31,0;54,0;d247cb5f-e9a5-4529-acaa-a8f037d8fec7
76;76;19;R1 - Eat grass;4;4;42,0;83,0;e0936538-2c64-4c58-8105-c374b046c862
76;76;102;R1 - Eat grass;4;4;37,0;72,0;c8ab0418-7ffe-4ed2-91a0-8a4140299deb
76;76;118;R1 - Eat grass;4;4;28,0;56,0;fb1a14f8-b776-4e01-9f93-4e56f09e2a35
76;76;46;R1 - Eat grass;4;4;12,0;30,0;d3a82521-32a4-40d7-b7ac-3839e5d88f44
76;76;56;R1 - Eat grass;4;4;71,0;64,0;3444579a-e437-4b7f-a578-cb8194a6d44d
76;76;122;R1 - Eat grass;4;4;87,0;8,0;36251531-a8c5-41c5-9328-2d05b00aba97
76;76;83;R1 - Eat grass;4;4;78,0;58,0;e2d6a3ec-142a-4535-9144-c82def6911da
76;76;41;R1 - Eat grass;4;4;94,0;23,0;a5750cc4-6b33-4ffb-9acf-6681ad8b8a60
76;76;25;R1 - Eat grass;4;4;30,0;26,0;578d6ea1-ee83-4e4d-82de-0995ff4bde47
76;76;47;R1 - Eat grass;4;4;43,0;70,0;7a76ce76-b3b7-4be3-afa5-8e3dc45b22fc
76;76;55;R1 - Eat grass;4;4;16,0;54,0;cdf33f70-892b-4188-965d-d24d4e914add
76;76;14;R2 - No food found;4;4;100,0;6,0;dc7fa021-7361-4d8a-a182-9c258d550be9
76;76;74;R1 - Eat grass;4;4;12,0;39,0;1777c545-b78c-45ab-b10c-b32871823078
76;76;135;R1 - Eat grass;4;4;31,0;75,0;f0326b7c-b3cd-46bf-8113-e39843e2a833
76;76;83;R1 - Eat grass;4;4;69,0;26,0;b0545814-5df9-4b82-bcc7-3cc8dfdb8554
76;76;60;R1 - Eat grass;4;4;18,0;56,0;de526c8c-bf8b-432d-aec2-426ecfd53478
76;76;13;R1 - Eat grass;4;4;80,0;99,0;0057b0d5-3f2d-4ed2-90c9-2026655a0d6a
76;76;30;R1 - Eat grass;4;4;64,0;24,0;c6f9050d-a774-441e-8d0b-1f02e5eaec75
76;76;73;R1 - Eat grass;4;4;82,0;73,0;fedf95f0-f014-4c2b-af06-072368ea2484
76;76;63;R1 - Eat grass;4;4;90,0;82,0;c036be6c-3bef-46eb-81ae-4608f3b0c985
76;76;106;R1 - Eat grass;4;4;99,0;2,0;b9dc16e7-6a85-400e-9d5f-123a759b3a68
76;76;13;R2 - No food found;4;4;100,0;76,0;500e8409-10fd-49ba-9d82-12fe3e1983c8
76;76;110;R1 - Eat grass;4;4;73,0;32,0;1f5a2724-2c74-453d-8cee-b67ccec741c3
76;76;11;R2 - No food found;4;4;94,0;100,0;2870f4cc-3c00-492c-9494-05aa9f24b1ed
76;76;45;R1 - Eat grass;4;4;42,0;26,0;8ab58f55-f1f3-42c8-a451-146e980d37f9
76;76;28;R1 - Eat grass;4;4;34,0;77,0;ec37c5ea-3698-47ee-be30-62e684dccd98
76;76;134;R1 - Eat grass;4;4;95,0;36,0;be5c4dd6-3733-4fdc-a3b7-14e0b8a72628
76;76;92;R1 - Eat grass;4;4;69,0;30,0;9f905314-8cad-4d7a-9f41-f83b4e55c4f6
76;76;86;R1 - Eat grass;4;4;97,0;63,0;e9dcabd5-2d98-4654-b246-e9b6e256f384
76;76;33;R1 - Eat grass;4;4;95,0;24,0;dc92a172-7c1e-4e6f-8ca7-fa889d1c8f53
76;76;71;R1 - Eat grass;4;4;76,0;89,0;ce7fc721-27b6-439e-8976-f71857f04ff4
76;76;106;R1 - Eat grass;4;4;24,0;85,0;c411434c-1a6e-4f3d-80b1-a7c158b310ae
76;76;24;R1 - Eat grass;4;4;40,0;12,0;aef7a063-4230-4fa0-be28-47a5fddddcad
76;76;160;R1 - Eat grass;4;4;57,0;31,0;d7be5543-8612-4055-88c1-24d4e185a525
76;76;26;R1 - Eat grass;4;4;81,0;9,0;37580fba-ad34-40ff-b82f-20179543ca04
76;76;54;R1 - Eat grass;4;4;24,0;73,0;3a0f5e9c-e7c8-4e87-b765-0b70d373bd09
76;76;6;R2 - No food found;4;4;100,0;10,0;ebd710c1-5e59-4794-8182-66e4c9985508
76;76;129;R1 - Eat grass;4;4;85,0;35,0;0cff378f-64f3-457a-a3bb-111192e2fdd4
76;76;30;R1 - Eat grass;4;4;20,0;38,0;c7d2fc2c-d7fd-461c-afa4-fc46a433a739
76;76;103;R1 - Eat grass;4;4;56,0;92,0;6364d24c-31b3-4401-b8f7-bf2db4c34af1
76;76;30;R1 - Eat grass;4;4;23,0;79,0;f8f171f6-1780-479c-bd99-9606ddf51a19
76;76;21;R1 - Eat grass;4;4;22,0;62,0;2d14ddfd-f6ee-47cd-9985-6c48f13d0b70
76;76;11;R1 - Eat grass;4;4;7,0;86,0;87b2e298-8722-40af-916b-8ba428eb625e
76;76;171;R1 - Eat grass;4;4;72,0;70,0;7d9ff267-6ee5-46e2-8094-b485299c4359
76;76;91;R1 - Eat grass;4;4;12,0;33,0;e8cad4b0-73a6-45d6-b27e-e875d232e32e
76;76;104;R1 - Eat grass;4;4;42,0;81,0;08dfc159-bf7d-4dc5-ae9b-d2213b6a8064
76;76;98;R1 - Eat grass;4;4;88,0;22,0;cea449fc-0c54-4cae-b79b-7b83a7b41940
76;76;130;R1 - Eat grass;4;4;41,0;24,0;efcf6f01-37f6-43fa-8fdd-fc23bf114347
76;76;23;R2 - No food found;4;4;100,0;100,0;2310411f-7bf8-42bf-abdf-260e29e9b38a
76;76;49;R1 - Eat grass;4;4;60,0;30,0;30d2605d-5012-40d8-90d3-5953584d18b0
76;76;58;R1 - Eat grass;4;4;69,0;53,0;56544416-bed6-456c-8356-4606109c3672
76;76;118;R1 - Eat grass;4;4;86,0;16,0;2d30dfa6-42b4-4b71-83b3-2b55170b286c
76;76;34;R2 - No food found;4;4;100,0;77,0;ec360169-e8e4-4b55-92a5-bb53b8d4d99a
76;76;83;R1 - Eat grass;4;4;64,0;45,0;b9d7e2ae-e972-4ead-a519-1986b74d58bd
76;76;85;R1 - Eat grass;4;4;63,0;52,0;77b63f41-a5c6-450c-9dba-a9e7d4ce8f10
76;76;55;R1 - Eat grass;4;4;23,0;56,0;cac78828-a067-4e41-98fd-bfdbe760b1e6
76;76;56;R1 - Eat grass;4;4;40,0;55,0;f67ef447-9811-47c2-b701-e5f99e18d8f6
76;76;102;R1 - Eat grass;4;4;88,0;59,0;456c4f00-53ba-45b2-918e-b1e657b8b532
76;76;63;R1 - Eat grass;4;4;64,0;45,0;577d35b6-9cfe-48a7-b504-e043691c9368
76;76;50;R1 - Eat grass;4;4;43,0;40,0;f9b32f01-f758-4db9-b664-98458cd3cb10
76;76;111;R1 - Eat grass;4;4;59,0;14,0;98b79f47-6e15-4d2a-a544-d112c9ff1fd5
76;76;33;R1 - Eat grass;4;4;31,0;65,0;c22f825c-f297-479a-8f62-d59bb6d04320
76;76;24;R1 - Eat grass;4;4;60,0;82,0;c952b6ac-c2fc-4a78-b408-9a2ee45744f7
76;76;77;R2 - No food found;4;4;100,0;33,0;334ec505-6279-4bc3-a005-263b1ba98cf3
76;76;39;R1 - Eat grass;4;4;7,0;39,0;3f27ccf1-72c3-4ffa-8e93-889f56adb7f8
76;76;121;R1 - Eat grass;4;4;45,0;11,0;5660ccf5-dbd4-42aa-96a1-daa599b92192
76;76;21;R1 - Eat grass;4;4;65,0;63,0;c2e809af-fdae-4d3d-a5d8-3993750345e0
76;76;120;R1 - Eat grass;4;4;44,0;41,0;bba33e2d-9b8f-48cc-bf40-f087bbf18b06
76;76;21;R1 - Eat grass;4;4;82,0;99,0;fea79e6e-1848-4d1e-af6a-9d86ea03d114
76;76;84;R1 - Eat grass;4;4;56,0;32,0;87a23c3d-2884-4b42-8a8e-c42ae46db457
76;76;21;R1 - Eat grass;4;4;5,0;61,0;8cedd5dd-c4e0-4376-8d08-1b5b2d001e0b
76;76;3;R1 - Eat grass;4;4;33,0;4,0;3399aebb-edc0-4253-b27f-ddc9b9794c57
76;76;25;R2 - No food found;4;4;58,0;100,0;5b39ecd4-396e-404e-a70f-daba63f5a84e
